,발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생월,발생일,발생시
31213,2019,2019-02-03 8:00,주간,일,1,3,2,0,0,서울,영등포구,차대차,기타,기타,신호위반,단일로,기타단일로,승용차,승용차,946793,1945276,126.8980042,37.50522337,2,3,8
31229,2019,2019-02-06 23:00,야간,수,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,신호위반,기타,기타,원동기장치자전거,보행자,966177,1943929,127.1173753,37.49399632,2,6,23
31231,2019,2019-02-07 3:00,야간,목,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,944957,1943163,126.8773906,37.48607092,2,7,3
31241,2019,2019-02-08 6:00,주간,금,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,952512,1950360,126.9623787,37.55135864,2,8,6
31254,2019,2019-02-11 19:00,야간,월,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,952632,1955433,126.9634092,37.59708856,2,11,19
31256,2019,2019-02-12 0:00,야간,화,1,1,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,958931,1942954,127.0354612,37.48491435,2,12,0
31259,2019,2019-02-12 18:00,야간,화,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,승용차,960592,1947218,127.0540199,37.5234198,2,12,18
31264,2019,2019-02-13 4:00,야간,수,1,1,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,959294,1944810,127.0394643,37.50165926,2,13,4
31296,2019,2019-02-15 21:00,야간,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,957045,1955925,127.0133696,37.60173974,2,15,21
31320,2019,2019-02-19 2:00,야간,화,1,1,0,0,0,서울,영등포구,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,승용차,없음,945626,1946803,126.8846882,37.51891839,2,19,2
31355,2019,2019-02-24 6:00,주간,일,1,1,0,0,0,서울,구로구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,941822,1945176,126.8417724,37.50402206,2,24,6
31358,2019,2019-02-25 6:00,주간,월,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,960330,1957666,127.0504894,37.61757933,2,25,6
31388,2019,2019-02-27 15:00,주간,수,1,3,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,968450,1942527,127.1431484,37.48143986,2,27,15
31399,2019,2019-03-01 0:00,야간,금,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,945654,1950281,126.8847476,37.55026758,3,1,0
31408,2019,2019-03-03 1:00,야간,일,1,1,0,0,0,서울,종로구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,이륜차,955187,1953276,126.9924835,37.57777517,3,3,1
31421,2019,2019-03-04 23:00,야간,월,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,961464,1949282,127.0637797,37.54206022,3,4,23
31439,2019,2019-03-06 18:00,야간,수,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950651,1942653,126.9418285,37.481796,3,6,18
31468,2019,2019-03-09 6:00,주간,토,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,과속,단일로,지하차도(도로)내,승용차,보행자,953420,1948464,126.9727783,37.53431593,3,9,6
31473,2019,2019-03-10 0:00,야간,일,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951916,1944161,126.955652,37.49555753,3,10,0
31489,2019,2019-03-12 21:00,야간,화,1,2,0,0,1,서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,948807,1958371,126.9198754,37.62336392,3,12,21
31500,2019,2019-03-13 19:00,야간,수,1,1,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555,1951579,127.0307216,37.5626375,3,13,19
31505,2019,2019-03-14 3:00,야간,목,1,1,0,0,0,서울,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945367,1943057,126.8820358,37.48513987,3,14,3
31508,2019,2019-03-14 5:00,야간,목,1,1,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,949527,1953237,126.9283883,37.57713068,3,14,5
31515,2019,2019-03-15 1:00,야간,금,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,943723,1951058,126.8627745,37.55709229,3,15,1
31519,2019,2019-03-15 6:00,주간,금,1,1,0,0,0,서울,중랑구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,기타,승용차,962307,1954898,127.0728551,37.59257981,3,15,6
31540,2019,2019-03-18 5:00,야간,월,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,962416,1962513,127.0738763,37.661354,3,18,5
31554,2019,2019-03-19 22:00,야간,화,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,952162,1941717,126.9589791,37.47343906,3,19,22
31559,2019,2019-03-20 9:00,주간,수,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,건설기계,보행자,963688,1953557,127.0887427,37.58068256,3,20,9
31560,2019,2019-03-20 13:00,주간,수,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,943258,1948345,126.8577737,37.53267389,3,20,13
31562,2019,2019-03-21 3:00,야간,목,1,3,0,0,2,서울,강남구,차대차,기타,기타,과속,단일로,기타단일로,화물차,승합차,960453,1947768,127.0524173,37.5283712,3,21,3
31581,2019,2019-03-23 8:00,주간,토,1,2,0,0,1,서울,강북구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,957069,1961328,127.0133241,37.6504389,3,23,8
31595,2019,2019-03-25 22:00,야간,월,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,960482,1952060,127.0525143,37.5670576,3,25,22
31603,2019,2019-03-26 19:00,야간,화,1,2,0,1,0,서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,956796,1952596,127.0122658,37.57195294,3,26,19
31607,2019,2019-03-27 15:00,주간,수,1,1,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,958006,1947460,127.0247412,37.52548689,3,27,15
31644,2019,2019-03-31 21:00,야간,일,1,1,0,0,0,서울,용산구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955310,1947062,126.9942551,37.52177289,3,31,21
31650,2019,2019-04-01 13:00,주간,월,1,3,1,1,0,서울,중구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,승합차,953456,1950944,126.9730285,37.55667052,4,1,13
31655,2019,2019-04-01 16:00,주간,월,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,자전거,보행자,943060,1946808,126.8556519,37.51880862,4,1,16
31706,2019,2019-04-07 2:00,야간,일,1,1,0,0,0,서울,성북구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,957974,1956496,127.023861,37.6069292,4,7,2
31707,2019,2019-04-07 3:00,야간,일,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942301,1948231,126.8469516,37.531587,4,7,3
31708,2019,2019-04-07 4:00,야간,일,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,943307,1947948,126.8583589,37.52909872,4,7,4
31714,2019,2019-04-07 20:00,야간,일,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승합차,이륜차,940154,1949090,126.8225829,37.53919229,4,7,20
31727,2019,2019-04-09 1:00,야간,화,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949605,1944636,126.9364213,37.50326949,4,9,1
31733,2019,2019-04-09 12:00,주간,화,1,1,0,0,0,서울,관악구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,948730,1943290,126.9200573,37.48743279,4,9,12
31756,2019,2019-04-11 21:00,야간,목,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,950612,1955197,126.9405433,37.59485522,4,11,21
31764,2019,2019-04-12 18:00,야간,금,1,1,0,0,0,서울,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,942351,1950198,126.8473629,37.54931874,4,12,18
31777,2019,2019-04-14 0:00,야간,일,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,958539,1960370,127.0300423,37.64187188,4,14,0
31840,2019,2019-04-20 1:00,야간,토,1,1,0,0,0,서울,성동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,961379,1949340,127.0628145,37.54257944,4,20,1
31849,2019,2019-04-21 3:00,야간,일,1,6,1,4,0,서울,영등포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,948495,1946726,126.9171585,37.51838905,4,21,3
31864,2019,2019-04-24 1:00,야간,수,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964253,1955542,127.0950446,37.59859609,4,24,1
31930,2019,2019-05-01 13:00,주간,수,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,960015,1951910,127.0472345,37.56568545,5,1,13
31941,2019,2019-05-02 14:00,주간,목,1,1,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,950621,1954779,126.9406735,37.59108823,5,2,14
31949,2019,2019-05-03 2:00,야간,금,1,1,0,0,0,서울,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,보행자,962010,1948874,127.0699813,37.53840544,5,3,2
31960,2019,2019-05-04 1:00,야간,토,1,3,0,2,0,서울,양천구,차대차,추돌,추돌,과속,교차로,교차로부근,승용차,화물차,941066,1946411,126.8331205,37.51510519,5,4,1
31975,2019,2019-05-05 15:00,주간,일,1,1,0,0,0,서울,강동구,차대차,추돌,추돌,기타,교차로,교차로내,승용차,자전거,967257,1948982,127.1293674,37.53958023,5,5,15
31984,2019,2019-05-06 1:00,야간,월,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,938879,1951303,126.8079673,37.55905424,5,6,1
31985,2019,2019-05-06 2:00,야간,월,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,941665,1949326,126.8396666,37.54141623,5,6,2
31993,2019,2019-05-07 6:00,주간,화,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,959694,1949951,127.0437695,37.54805521,5,7,6
31997,2019,2019-05-07 9:00,주간,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,940275,1951398,126.8237646,37.56000205,5,7,9
31996,2019,2019-05-07 9:00,주간,화,1,4,1,2,0,서울,마포구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,946655,1952092,126.8959476,37.56664876,5,7,9
32001,2019,2019-05-07 12:00,주간,화,1,1,0,0,0,서울,종로구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,화물차,953021,1952966,126.967974,37.57487308,5,7,12
32002,2019,2019-05-07 12:00,주간,화,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,건설기계,보행자,950722,1949798,126.9421524,37.54619923,5,7,12
32006,2019,2019-05-07 15:00,주간,화,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,승용차,959697,1950596,127.0439721,37.5515911,5,7,15
32009,2019,2019-05-07 17:00,주간,화,1,1,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,939355,1951025,126.8133794,37.55658011,5,7,17
32022,2019,2019-05-09 15:00,주간,목,1,1,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,948463,1954021,126.9162838,37.58413797,5,9,15
32034,2019,2019-05-11 0:00,야간,토,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,956591,1942817,127.0090019,37.48357249,5,11,0
32067,2019,2019-05-14 1:00,야간,화,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,965899,1943616,127.114245,37.49116487,5,14,1
32069,2019,2019-05-14 13:00,주간,화,1,3,0,2,0,서울,송파구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,965236,1946318,127.1066174,37.51549448,5,14,13
32072,2019,2019-05-14 16:00,주간,화,1,1,0,0,0,서울,강서구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승합차,자전거,941649,1948880,126.8385894,37.53727483,5,14,16
32091,2019,2019-05-16 11:00,주간,목,1,3,0,2,0,서울,송파구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,964435,1946416,127.0975489,37.51634726,5,16,11
32121,2019,2019-05-20 7:00,주간,월,1,1,0,0,0,서울,성북구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,보행자,960894,1956911,127.0569204,37.61079852,5,20,7
32163,2019,2019-05-24 22:00,야간,금,1,1,0,0,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,960514,1959666,127.0524662,37.63561365,5,24,22
32167,2019,2019-05-25 1:00,야간,토,1,1,0,0,0,서울,서초구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,956812,1945542,127.0113416,37.50814421,5,25,1
32194,2019,2019-05-28 4:00,야간,화,1,2,1,0,0,서울,중랑구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,966115,1956942,127.1160727,37.6112852,5,28,4
32233,2019,2019-06-01 23:00,야간,토,1,1,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959677,1948034,127.0436204,37.53073513,6,1,23
32244,2019,2019-06-03 8:00,주간,월,1,1,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,946450,1944063,126.894212,37.49427056,6,3,8
32266,2019,2019-06-05 18:00,야간,수,1,3,1,1,0,서울,영등포구,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,이륜차,승용차,946530,1949314,126.8947348,37.54160317,6,5,18
32274,2019,2019-06-05 21:00,야간,수,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,943355,1946352,126.8590252,37.51471682,6,5,21
32275,2019,2019-06-06 0:00,야간,목,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967904,1949038,127.1366885,37.54010774,6,6,0
32286,2019,2019-06-07 5:00,야간,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,956632,1957000,127.0086272,37.61140951,6,7,5
32313,2019,2019-06-09 18:00,야간,일,1,1,0,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승합차,941118,1951291,126.8265966,37.55984248,6,9,18
32320,2019,2019-06-10 20:00,야간,월,1,2,0,0,1,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,959254,1953675,127.0385195,37.58156049,6,10,20
32328,2019,2019-06-12 8:00,주간,수,1,1,0,0,0,서울,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,950701,1954865,126.9415738,37.59186765,6,12,8
32344,2019,2019-06-14 10:00,주간,금,1,1,0,0,0,서울,성동구,차대사람,보도통행중,보도통행중,신호위반,교차로,교차로횡단보도내,이륜차,보행자,957942,1951153,127.0238053,37.55877006,6,14,10
32352,2019,2019-06-14 22:00,야간,금,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,943267,1945810,126.8580713,37.50982632,6,14,22
32354,2019,2019-06-15 6:00,주간,토,1,1,0,0,0,서울,동대문구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,959236,1953298,127.0383366,37.5781617,6,15,6
32369,2019,2019-06-17 16:00,주간,월,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,963961,1953558,127.0918344,37.58070231,6,17,16
32375,2019,2019-06-17 23:00,야간,월,1,1,0,0,0,서울,종로구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승합차,955970,1952509,127.001397,37.57089983,6,17,23
32390,2019,2019-06-19 5:00,야간,수,1,1,0,0,0,서울,동대문구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,959731,1952641,127.0439786,37.57226178,6,19,5
32413,2019,2019-06-21 15:00,주간,금,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,954582,1941952,126.9863324,37.47567934,6,21,15
32444,2019,2019-06-25 0:00,야간,화,1,1,0,0,0,서울,강북구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,958316,1959613,127.0275578,37.63503883,6,25,0
32460,2019,2019-06-26 22:00,야간,수,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,958110,1952912,127.0256069,37.57463203,6,26,22
32463,2019,2019-06-27 4:00,야간,목,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,947538,1946496,126.9063458,37.51626209,6,27,4
32486,2019,2019-06-30 3:00,야간,일,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964415,1954525,127.0969292,37.58943585,6,30,3
32518,2019,2019-07-05 21:00,야간,금,1,1,0,0,0,서울,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,963085,1950840,127.0820503,37.55616938,7,5,21
32543,2019,2019-07-09 2:00,야간,화,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,967148,1947238,127.1282117,37.52385693,7,9,2
32571,2019,2019-07-13 7:00,주간,토,1,1,0,0,0,서울,중랑구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,964097,1953602,127.0933725,37.58110421,7,13,7
32613,2019,2019-07-19 16:00,주간,금,1,1,0,0,0,서울,송파구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,965129,1945375,127.1054514,37.50699078,7,19,16
32616,2019,2019-07-20 5:00,야간,토,1,8,5,2,0,서울,영등포구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,947270,1948632,126.90316,37.53549887,7,20,5
32624,2019,2019-07-22 4:00,야간,월,1,1,0,0,0,서울,노원구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,962833,1957764,127.0788043,37.6186933,7,22,4
32648,2019,2019-07-24 9:00,주간,수,1,2,0,1,0,서울,동대문구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,이륜차,승용차,962157,1955875,127.0712837,37.60151365,7,24,9
32671,2019,2019-07-26 22:00,야간,금,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,961247,1961765,127.0606623,37.65456353,7,26,22
32672,2019,2019-07-26 22:00,야간,금,1,4,2,1,0,서울,서초구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,957366,1944061,127.0176956,37.49482121,7,26,22
32675,2019,2019-07-27 4:00,야간,토,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,969055,1948108,127.1497563,37.5317646,7,27,4
32681,2019,2019-07-29 3:00,야간,월,1,1,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,951118,1948476,126.9467231,37.5343049,7,29,3
32688,2019,2019-07-29 15:00,주간,월,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,건설기계,보행자,954244,1942048,126.9825039,37.47652794,7,29,15
32695,2019,2019-07-29 22:00,야간,월,1,1,0,0,0,서울,마포구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,947429,1950937,126.9047944,37.55628316,7,29,22
32699,2019,2019-07-30 7:00,주간,화,1,1,0,0,0,서울,용산구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,화물차,952156,1948303,126.9584826,37.53280007,7,30,7
32710,2019,2019-07-30 19:00,야간,화,1,1,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,화물차,951002,1954861,126.9449834,37.59184768,7,30,19
32726,2019,2019-08-01 15:00,주간,목,1,1,0,0,0,서울,금천구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,946591,1941158,126.8960178,37.46809541,8,1,15
32736,2019,2019-08-03 0:00,야간,토,1,2,0,1,0,서울,용산구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953271,1948256,126.9711052,37.53243364,8,3,0
32764,2019,2019-08-06 14:00,주간,화,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,952014,1948720,126.9568482,37.5365512,8,6,14
32771,2019,2019-08-07 12:00,주간,수,1,1,0,0,0,서울,강남구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,기타,기타,건설기계,보행자,958046,1945139,127.0254289,37.50447454,8,7,12
32774,2019,2019-08-07 18:00,야간,수,1,1,0,0,0,서울,강북구,차대차,정면충돌,정면충돌,기타,단일로,기타단일로,자전거,화물차,958441,1960273,127.0289484,37.6409797,8,7,18
32778,2019,2019-08-08 10:00,주간,목,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,944496,1946466,126.871927,37.51581367,8,8,10
32789,2019,2019-08-09 13:00,주간,금,1,1,0,0,0,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,951268,1952187,126.9481743,37.56776071,8,9,13
32796,2019,2019-08-10 4:00,야간,토,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957890,1952725,127.0231262,37.57293652,8,10,4
32814,2019,2019-08-13 13:00,주간,화,1,1,0,0,0,서울,구로구,차대차,기타,기타,안전거리 미확보,교차로,교차로부근,승합차,자전거,946014,1944195,126.8892703,37.49543491,8,13,13
32824,2019,2019-08-14 15:00,주간,수,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,보행자,947488,1947843,126.9057244,37.52841097,8,14,15
32850,2019,2019-08-17 18:00,야간,토,1,1,0,0,0,서울,강동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,970512,1951519,127.1661096,37.5625572,8,17,18
32852,2019,2019-08-18 9:00,주간,일,1,1,0,0,0,서울,양천구,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,이륜차,보행자,943763,1947691,126.8635392,37.52681029,8,18,9
32863,2019,2019-08-19 22:00,야간,월,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959740,1964896,127.0434053,37.68271875,8,19,22
32866,2019,2019-08-20 4:00,야간,화,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,968511,1946394,127.1436727,37.51629712,8,20,4
32877,2019,2019-08-21 15:00,주간,수,1,1,0,0,0,서울,용산구,차대사람,보도통행중,보도통행중,기타,교차로,교차로부근,승용차,보행자,955559,1947984,126.997017,37.53009517,8,21,15
32911,2019,2019-08-25 8:00,주간,일,1,1,0,0,0,서울,중랑구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,건설기계,이륜차,962904,1954025,127.0798398,37.58486952,8,25,8
32920,2019,2019-08-26 15:00,주간,월,1,1,0,0,0,서울,은평구,차대차,기타,기타,기타,교차로,교차로부근,자전거,화물차,948424,1955714,126.9157228,37.59939489,8,26,15
32923,2019,2019-08-27 1:00,야간,화,1,1,0,0,0,서울,동대문구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,962184,1952636,127.0717568,37.57232074,8,27,1
32936,2019,2019-08-29 7:00,주간,목,1,1,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943629,1950393,126.8618152,37.55115536,8,29,7
32941,2019,2019-08-29 14:00,주간,목,1,2,0,1,0,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,950966,1954836,126.9445774,37.59162043,8,29,14
32943,2019,2019-08-29 17:00,주간,목,1,1,0,0,0,서울,강동구,차대차,기타,기타,신호위반,교차로,교차로내,원동기장치자전거,승용차,971530,1951894,127.1776216,37.56596927,8,29,17
32953,2019,2019-08-30 23:00,야간,금,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947101,1953438,126.9009005,37.57880607,8,30,23
